Parent_CHEMBL_ID	Compound_name	Standardized_Molecule (InChI Key)	Canonical_SMILES	OATP1B1_active	OATP1B3_active	OATP2B1_active	OATP1B1+pValue	OATP1B3+pValue	OATP2B1+pValue
CHEMBL14252		OFKWWALNMPEOSZ-UHFFFAOYSA-N	NNCc1cccc(O)c1	0.0	0.0				
		OFMXGFHWLZPCFL-UHFFFAOYSA-N	CC1C(=O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C)CCC12C		0.0				
CHEMBL84551		OFPXSFXSNFPTHF-UHFFFAOYSA-N	O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1		0.0				
CHEMBL6579		OGBUMNBNEWYMNJ-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCOCC(O)CO	0.0					
CHEMBL4	OFLOXACIN	OGJPXUAPXNRGGI-UHFFFAOYSA-N	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21	0.0	0.0		4.0		
		OGUSSDUGABCEBK-QRVIBDJDSA-N	CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2C1)OC12C(=CC4CC1C(C)(C)OC2(C/C=C(/C)C([NH])=O)C4=O)C3=O	0.0	0.0				
CHEMBL90555	VINCRISTINE	OGWKCGZFUXNPDA-UHFFFAOYSA-N	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1	0.0		0.0			
CHEMBL54862		OHCQJHSOBUTRHG-UHFFFAOYSA-N	C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C		0.0				
CHEMBL196728		OHLQBKZXSJYBMK-UHFFFAOYSA-N	C#CCCCCCCCCCCCC(O)CC(O)CO	0.0					
CHEMBL574431	SULFOBROMOPHTHALEIN	OHTXTCNTQJFRIG-UHFFFAOYSA-N	O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21	1.0	1.0	1.0	6.7447	6.1462	
		OHXPGWPVLFPUSM-UHFFFAOYSA-N	CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C	0.0	0.0		4.5272		
CHEMBL9199		OIGNJSKKLXVSLS-UHFFFAOYSA-N	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	0.0	0.0	0.0			
CHEMBL477	ADENOSINE	OIRDTQYFTABQOQ-UHFFFAOYSA-N	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O		0.0				
CHEMBL36147		OIRFJRBSRORBCM-UHFFFAOYSA-N	CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O	1.0	0.0				
CHEMBL864	CARBINOXAMINE	OJFSXZCBGQGRNV-UHFFFAOYSA-N	CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1	0.0	0.0				
CHEMBL253376	BROMHEXINE	OJGDCBLYJGHCIH-UHFFFAOYSA-N	CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1		0.0				
		OJMMVQQUTAEWLP-UHFFFAOYSA-N	CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1	0.0	0.0				
		OJRUCLKIAXLMBK-UHFFFAOYSA-N	Cc1occc(=O)c1CC=O	0.0					
CHEMBL1138	EZETIMIBE	OLNTVTPDXPETLC-UHFFFAOYSA-N	O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1	1.0	0.0				
CHEMBL1651956	ALISPORIVIR	OLROWHGDTNFZBH-PBBVDAKRSA-N	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(CC)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	1.0	1.0		6.1549		
CHEMBL1146	CEFAMANDOLE	OLVCFLKTBJRLHI-UHFFFAOYSA-N	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1	0.0	0.0	0.0			
		OMMWALDDOGNKQM-ORIPQNMZSA-N	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN(C)CCOC)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	1.0					
CHEMBL265408		OMNVYXHOSHNURL-UHFFFAOYSA-N	CC(N)C(=O)NC(Cc1ccccc1)C(=O)O	0.0	0.0				
CHEMBL1414320	SUXIBUZONE	ONWXNHPOAGOMTG-UHFFFAOYSA-N	CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O	1.0	0.0				
CHEMBL1360594	CHAULMOSULFONE	OOSYXMPLIGBCDA-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCC1CCCC1)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCCCCCCCCCCCC3CCCC3)cc2)cc1	0.0	0.0				
CHEMBL451121	MethylEuparin	OPUFDNZTKHPZHM-UHFFFAOYSA-N	C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1	0.0	0.0				
CHEMBL685	MEBENDAZOLE	OPXLLQIJSORQAM-UHFFFAOYSA-N	COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1		0.0				
		OQANPHBRHBJGNZ-FYJGNVAPSA-N	O=C(O)C1=C/C(=N/Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O	1.0	1.0	1.0			
CHEMBL393417	DEGUELIN	ORDAZKGHSNRHTD-UHFFFAOYSA-N	COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C=CC(C)(C)O4	0.0	0.0				
CHEMBL269559		ORHBXUUXSCNDEV-UHFFFAOYSA-N	O=c1ccc2ccc(O)cc2o1	1.0	0.0				
CHEMBL14116		ORNBQBCIOKFOEO-UHFFFAOYSA-N	CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	0.0					
		ORVBSFQTFRBNRP-UHFFFAOYSA-N	CC(=O)Oc1ccc2c(c1C(C)C)CCC1C(C)(C)CCCC21C	0.0					
CHEMBL396298	ELACRIDAR	OSFCMRGOZNQUSW-UHFFFAOYSA-N	COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2	1.0	0.0	1.0			
		OTGJPAOGHQFBMI-UHFFFAOYSA-N	CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O	0.0	0.0				
		OTXAMWFYPMNDME-UHFFFAOYSA-N	CCC1CC1(NC(=O)C1CC(Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)C(NC(=O)OC1CC2CC2C1)C(C)(C)C)C(=O)O	0.0	0.0		4.7399	4.9666	
		OUCSEDFVYPBLLF-UHFFFAOYSA-N	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC1CC(O)CC(=O)O1	1.0			5.82275		
CHEMBL280145		OVBPIULPVIDEAO-UHFFFAOYSA-N	Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1	0.0					
CHEMBL682	AMODIAQUINE	OVCDSSHSILBFBN-UHFFFAOYSA-N	CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O	0.0	0.0	0.0			
CHEMBL13779	CARBADOX	OVGGLBAWFMIPPY-WUXMJOGZSA-N	COC(=O)N/N=C/c1cn([O-])c2ccccc2[n+]1=O	0.0					
		OVNDMANGULXPPV-IMVLJIQESA-N	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CCN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	1.0					
CHEMBL428670		OVRNDRQMDRJTHS-UHFFFAOYSA-N	CC(=O)NC1C(O)OC(CO)C(O)C1O	1.0	0.0				
		OVTKCGJIOHGDAN-UHFFFAOYSA-N	CCC(C)C(=O)OC1C2CC3=C4CC(=O)OC(c5ccoc5)C4(C)CCC3C(C)(C2=O)C(CC(=O)OC)C1(C)C	0.0	0.0				
		OWHASZQTEFAUJC-WBXJHTTOSA-N	C=C1C(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(/C=C/C(C)=C/C(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C	1.0	1.0		7.0458	7.3468	
CHEMBL12619		OWQUZNMMYNAXSL-UHFFFAOYSA-N	CN1CCC(OC(c2ccccc2)c2ccccc2)CC1	0.0	0.0				
		OXGUCUVFOIWWQJ-UHFFFAOYSA-N	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O			1.0			
CHEMBL309815		OXQKEKGBFMQTML-UHFFFAOYSA-N	OCC(O)C(O)C(O)C(O)C(O)CO	0.0	0.0				
CHEMBL267548	PROTOPORPHYRIN	OXTIQTUKEUGAPP-UJJXFSCMSA-N	C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C	1.0	0.0				
		OYINILBBZAQBEV-XORBMCRRSA-N	C=Cc1c(C)c2cc3nc(c(CC(=O)O)c4nc(cc5[nH]c(cc1[nH]2)c(C)c5CC)c(C)c4C(=O)O)C(CCC(=O)O)C3C	1.0			7.0969		
CHEMBL509919		OZLGRUXZXMRXGP-UHFFFAOYSA-N	Cc1ccc(N(CC(=O)O)CC(=O)O)c(OCCOc2cc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)ccc2N(CC(=O)O)CC(=O)O)c1	1.0	1.0	1.0			
CHEMBL360055	GALLAMINE	OZLPUNFFCJDMJD-UHFFFAOYSA-N	CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC	0.0	0.0				
CHEMBL109421		OZOMQRBLCMDCEG-VIZOYTHASA-N	O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1	0.0	0.0		4.3979	4.3979	
		OZVBMTJYIDMWIL-UHFFFAOYSA-N	CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	1.0	1.0		6.1549	5.7447	
CHEMBL9098		OZWKMVRBQXNZKK-UHFFFAOYSA-N	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O		0.0				
CHEMBL440648		PAJPWUMXBYXFCZ-UHFFFAOYSA-N	NC1(C(=O)O)CC1		0.0				
CHEMBL266195	ALPRENOLOL	PAZJSJFMUHDSTF-UHFFFAOYSA-N	C=CCc1ccccc1OCC(O)CNC(C)C	0.0					
CHEMBL6490		PBBGSZCBWVPOOL-UHFFFAOYSA-N	CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1	1.0	1.0				
CHEMBL30293		PBCZLFBEBARBBI-UHFFFAOYSA-N	Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1	0.0	0.0				
		PBKZPPIHUVSDNM-UHFFFAOYSA-N	CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O	0.0	0.0				
		PBWOIPCULUXTNY-UHFFFAOYSA-N	CCC(CCC(C)C1CCC2C3CC=C4CC(OC(C)=O)CCC4(C)C3CCC12C)C(C)C	0.0	0.0				
		PCZOHLXUXFIOCF-UHFFFAOYSA-N	CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	1.0	0.0	0.0	5.2147	4.0334	
		PDKGFQJSCXMICA-UHFFFAOYSA-N	CC(=O)OC1CC(O)C(C)(C)C2CC(OC(C)=O)C3(C)C(CCC4(C)C(c5ccoc5)OC(=O)C5OC543)C12C	0.0	0.0				
		PESKGJQREUXSRR-UHFFFAOYSA-N	CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C	0.0	0.0				
CHEMBL1583	BACAMPICILLIN	PFOLLRNADZZWEX-UHFFFAOYSA-N	CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C	1.0	0.0				
CHEMBL9353		PFTAWBLQPZVEMU-UHFFFAOYSA-N	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	0.0	0.0	0.0			
CHEMBL266347		PGBHMTALBVVCIT-UHFFFAOYSA-N	NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O	0.0	0.0				
		PGOYMURMZNDHNS-UHFFFAOYSA-N	CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1	1.0	1.0				
CHEMBL48257	HEMIACYLCARNITINIUM	PHIQHXFUZVPYII-UHFFFAOYSA-N	C[N+](C)(C)CC(O)CC(=O)[O-]	0.0		0.0			
CHEMBL621	TRAZODONE	PHLBKPHSAVXXEF-UHFFFAOYSA-N	O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12	0.0					
		PHLDYTPCQOZMBC-UHFFFAOYSA-N	COC1C(OC([NH])=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C	1.0	1.0	1.0			
		PHOQVHQSTUBQQK-UHFFFAOYSA-N	O=C1OC(CO)C(O)C(O)C1O	0.0	0.0				
		PHTZUDMQCLADLD-OCKHKDLRSA-N	CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(COC([NH])=O)CSC12)c1ccco1	0.0	0.0				
CHEMBL833	TICLOPIDINE	PHWBOXQYWZNQIN-UHFFFAOYSA-N	Clc1ccccc1CN1CCc2sccc2C1	0.0	0.0	0.0			
CHEMBL94	PHYSOSTIGMINE	PIJVFDBKTWXHHD-UHFFFAOYSA-N	CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C	0.0	0.0				
		PJAJXOLCQMTHCL-UHFFFAOYSA-N	[NH]C(N)=O	0.0					
CHEMBL293950		PJDFLNIOAUIZSL-UHFFFAOYSA-N	C=CC(N)CCC(=O)O	0.0	0.0				
CHEMBL6665		PJJGZPJJTHBVMX-UHFFFAOYSA-N	O=c1c(-c2ccccc2)coc2cc(O)cc(O)c12	0.0	0.0				
CHEMBL274844		PJMPHNIQZUBGLI-UHFFFAOYSA-N	CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1		0.0	0.0			
CHEMBL329819		PJVWKTKQMONHTI-UHFFFAOYSA-N	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	0.0	0.0	0.0	4.0794		
		PLBHSZGDDKCEHR-UHFFFAOYSA-N	CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C	0.0	0.0				
CHEMBL726	FLUPHENAZINE	PLDUPXSUYLZYBN-UHFFFAOYSA-N	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1		0.0				
		PLEXAABBVJNISH-UHFFFAOYSA-N	CC(=O)OCC1OC(Oc2cc(OC(C)=O)c3c(=O)cc(-c4ccc(OC(C)=O)cc4)oc3c2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O	0.0	1.0				
CHEMBL1103	FURAZOLIDONE	PLHJDBGFXBMTGZ-WEVVVXLNSA-N	O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1	0.0	0.0				
		PLKZJFBLYSCGKF-PKNBQFBNSA-N	CC1/C(=N/O)CC2CC1C2(C)C	0.0					
CHEMBL386389		PMATZTZNYRCHOR-IMVLJIQESA-N	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	1.0	1.0	0.0	6.515750000000001	6.87235	
		PMBSWZWCNKVWLV-UHFFFAOYSA-N	CC(=O)OC1CCC2(C)C(=CC(=O)C3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	0.0	0.0				
CHEMBL1315891	OXDEMETONMETHYL	PMCVMORKVPSKHZ-UHFFFAOYSA-N	CC[S+]([O-])CCSP(=O)(OC)OC		0.0				
		PMISPNORJONCHB-UHFFFAOYSA-N	CC1(C)C(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321	1.0	0.0				
		PMTSPAGBAFCORP-UHFFFAOYSA-N	COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O	0.0					
		POPFMWWJOGLOIF-UHFFFAOYSA-N	CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1		0.0				
		POZRVZJJTULAOH-UHFFFAOYSA-N	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C	0.0	0.0				
CHEMBL3039100	DIPLOICIN METHYL ETHER	PPFWMXVOIABRTP-UHFFFAOYSA-N	COc1c(Cl)c(C)c2c(c1Cl)OC(=O)c1c(C)c(Cl)c(OC)c(Cl)c1O2	0.0					
CHEMBL3039486	3,7-EPOXYCARYOPHYLLAN-6-ONE	PPGUUDJMTMGALC-UHFFFAOYSA-N	CC12CCC3C(CC3(C)C)C(C)(CCC1=O)O2	0.0	0.0				
CHEMBL562853		PPJYSSNKSXAVDB-UHFFFAOYSA-N	O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1	1.0	0.0				
CHEMBL40583	3-METHYLCHOLANTHRENE	PPQNQXQZIWHJRB-UHFFFAOYSA-N	Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3	0.0	0.0				
CHEMBL268556		PQBAWAQIRZIWIV-UHFFFAOYSA-N	C[n+]1ccccc1	0.0		0.0			
		PQCRZWCSVWBYSC-UHFFFAOYSA-N	CCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C	0.0					
CHEMBL17660		PQLXHQMOHUQAKB-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C	0.0	0.0				
CHEMBL19097		PRAUVHZJPXOEIF-UHFFFAOYSA-N	CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C	0.0	1.0				
CHEMBL343002		PRDFBSVERLRRMY-UHFFFAOYSA-N	CCOc1ccc(-c2nc3cc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)ccc3[nH]2)cc1	0.0		0.0			
CHEMBL283081		PROQIPRRNZUXQM-UHFFFAOYSA-N	CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O			0.0			
		PRQROPMIIGLWRP-UHFFFAOYSA-N	CSCCC(NC=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O	0.0					
CHEMBL269538	HARMINE	PSFDQSOCUJVVGF-UHFFFAOYSA-N	Cc1nccc2c1[nH]c1ccccc12	0.0	0.0				
CHEMBL907	CARBOXYLIC ACID METABOLITE	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	1.0	1.0				
CHEMBL1323411		PTGGVIKFNQSFBY-UHFFFAOYSA-N	CC(=O)OCC1(O)CC23CCC4c5ccoc5CCC4(C)C2CCC1C3		0.0				
CHEMBL6665		PTHLEKANMPKYDB-UHFFFAOYSA-N	CCC(=O)c1c(O)cc(O)cc1O	0.0					
CHEMBL389871		PTKSEFOSCHHMPD-UHFFFAOYSA-N	COc1ccc(OC)c(C(O)CNC(=O)CN)c1		0.0				
CHEMBL288409		PTVWPYVOOKLBCG-UHFFFAOYSA-N	OCC(O)CN1CCN(c2ccccc2)CC1	0.0	0.0				
CHEMBL1086		PUFQVTATUTYEAL-UHFFFAOYSA-N	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1		0.0				
CHEMBL1316	CARPROFEN	PUXBGTOOZJQSKH-UHFFFAOYSA-N	CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12	1.0	0.0				
CHEMBL1428		PVHUJELLJLJGLN-UHFFFAOYSA-N	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1		0.0				
CHEMBL13097	BIOCHANIN A, DIMETHYL ETHER	PVVORTURQPBPEQ-UHFFFAOYSA-N	COc1ccc(-c2coc3cc(OC)cc(OC)c3c2=O)cc1		0.0				
CHEMBL6311		PWKSKIMOESPYIA-UHFFFAOYSA-N	CC(=O)NC(CS)C(=O)O	1.0	0.0				
CHEMBL1364906	LUFENURON	PWPJGUXAGUPAHP-UHFFFAOYSA-N	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl		0.0				
		PWVXXGRKLHYWKM-UHFFFAOYSA-N	CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	0.0	0.0	0.0			
CHEMBL643	PROMETHAZINE	PWWVAXIEGOYWEE-UHFFFAOYSA-N	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0.0	0.0				
		PXQRJZNDFRAFTF-UHFFFAOYSA-N	CC(=O)OCC(=O)C1(O)CCC2C3CCC4CC(OC(C)=O)CCC4(C)C3C(=O)CC21C	0.0	0.0				
		PYFZTPSOXCTLKR-IMVLJIQESA-N	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CC3CCC(C2)O3)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	1.0					
CHEMBL308954	ETRAVIRINE	PYGWGZALEOIKDF-UHFFFAOYSA-N	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br			0.0			
		PYNXFZCZUAOOQC-UHFFFAOYSA-N	CCOC(=O)C(C)CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O	1	1				
CHEMBL741	LAMOTRIGINE	PYZRQGJRPPTADH-UHFFFAOYSA-N	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1	0.0	0.0	0.0			
CHEMBL566727	PTERIN-6-CARBOXYLIC ACID	QABAUCFGPWONOG-UHFFFAOYSA-N	Nc1nc2ncc(C(=O)O)nc2c(=O)[nH]1		0.0				
		QADCCYSYLNTZHV-UHFFFAOYSA-N	COc1cc2c(cc1OC)C1C(=O)c3ccc(OC)c(CC=C(C)C)c3OC1CO2	0.0					
CHEMBL584	NELFINAVIR	QAGYKUNXZHXKMR-UHFFFAOYSA-N	Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C	1.0	1.0		6.0315		
CHEMBL1173110	AMBELLINE	QAHZAHIPKNLGAS-UHFFFAOYSA-N	COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(C2)CC3O	0.0	0.0				
CHEMBL275949		QAIPRVGONGVQAS-DUXPYHPUSA-N	O=C(O)/C=C/c1ccc(O)c(O)c1	0.0	0.0				
CHEMBL18115		QANMHLXAZMSUEX-UHFFFAOYSA-N	c1coc(CNc2ncnc3[nH]cnc23)c1	0.0					
CHEMBL51483	GOSSYPOL	QBKSWRVVCFFDOT-UHFFFAOYSA-N	Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	1.0	1.0				
		QBYUNVOYXHFVKC-UHFFFAOYSA-N	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	1.0	1.0	1.0			
		QCHFTSOMWOSFHM-UHFFFAOYSA-N	CCC1C(=O)OCC1Cc1cncn1C	0.0	0.0				
CHEMBL23903	7-CHLOROETHYLTHEOPHYLLINE	QCIARNIKNKKHFH-UHFFFAOYSA-N	Cn1c(=O)c2c(ncn2CCCl)n(C)c1=O	0.0	0.0				
		QDBAUJQKYJXHPB-UHFFFAOYSA-N	CC(=O)OC1CC2C(C)(C)C(=O)CCC2(C)C2CCC3(C)C(=CC(=O)OC3c3ccoc3)C12C	1.0	1.0				
CHEMBL772	RESERPINE	QEVHRUUCFGRFIF-UHFFFAOYSA-N	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC	1.0	0.0	1.0			
		QFJCIRLUMZQUOT-CUMMGYRHSA-N	COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C	1.0	1.0		5.81715	6.3979	
		QFRUZVNPYYYLAN-UHFFFAOYSA-N	C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(O)C(C)(C)C(CC(=O)OC)C12C	1.0	1.0				
CHEMBL266886		QFYYAIBEHOEZKC-UHFFFAOYSA-N	COc1c(O)cccc1O	0.0	0.0				
CHEMBL487187	THIOPHANATE METHYL	QGHREAKMXXNCOA-UHFFFAOYSA-N	COC(=O)NC(S)=Nc1ccccc1N=C(S)NC(=O)OC		0.0				
		QGJZLNKBHJESQX-UHFFFAOYSA-N	C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12	1.0	1.0				
CHEMBL91732	ALDICARB	QGLZXHRNAYXIBU-WEVVVXLNSA-N	CNC(=O)O/N=C/C(C)(C)SC		0.0				
CHEMBL486193	RETINYL ACETATE	QGNJRVVDBSJHIZ-QHLGVNSISA-N	CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C	1.0	1.0				
		QGXBDMJGAMFCBF-UHFFFAOYSA-N	CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O	0.0	0.0				
